Date,Count
2019-10-08,2
2019-10-09,1
2019-10-10,6
2019-10-11,4
2019-10-12,7
2019-10-13,1
2019-10-14,1
2019-10-15,2
2019-10-16,2
2019-10-17,2
2019-10-18,1
2019-10-19,2
2019-10-20,4
2019-10-21,3
2019-10-22,2
2019-10-24,1
2019-10-25,1
2019-10-26,6
2019-10-27,4
2019-10-28,1
2019-10-29,1
2019-10-30,2
2019-10-31,1
2019-11-01,2
2019-11-02,2
2019-11-04,1
2019-11-05,3
2019-11-06,1
2019-11-07,1
2019-11-08,3
2019-11-10,1
2019-11-11,5
2019-11-12,2
2019-11-13,6
2019-11-14,2
2019-11-15,2
2019-11-17,2
2019-11-19,1
2019-11-20,2
2019-11-21,2
2019-11-22,1
2019-11-23,1
2019-11-25,1
2019-11-26,1
2019-11-27,1
2019-11-29,2
2019-11-30,1
2019-12-01,1
2019-12-02,4
2019-12-03,2
2019-12-04,3
2019-12-05,4
2019-12-06,3
2019-12-11,3
2019-12-12,1
2019-12-15,1
2019-12-17,2
2019-12-19,2
2019-12-20,3
2019-12-22,1
2019-12-23,2
2019-12-30,1
